Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,Zone_2_Power_Consumption,Zone_3_Power_Consumption
0.20402883016078363,0.744167337087691,0.0036998972250770826,5.3334115567028306e-05,0.0001088653070318127,0.6261558783937824,0.3284252109230161,0.5768476131128437
0.19509640855048357,0.7554304102976669,0.0036998972250770826,7.866782046136677e-05,6.582553448435188e-05,0.49443291175680565,0.48823846292574574,0.5706344017556735
0.1888745148771022,0.7554304102976669,0.0030832476875642355,6.80009973479611e-05,8.481366943176109e-05,0.4731081337626862,0.4701023522061963,0.5444735118605069
0.1770467566069119,0.7634754625905068,0.0036998972250770826,0.00010666823113405661,7.975016677911862e-05,0.44517833557685665,0.43831926703994856,0.5009810334912281
0.16472617507546358,0.7747385358004827,0.00328879753340185,4.933405689950118e-05,6.582553448435188e-05,0.41743725226252154,0.41425749699162157,0.47514715513677563
0.16053717735477116,0.7940466613032985,0.00328879753340185,6.400093868043397e-05,9.494067473704599e-05,0.39535761478242465,0.39181181513505753,0.45748855455649307
0.14747736093143596,0.8069187449718421,0.0030832476875642355,4.933405689950118e-05,7.975016677911862e-05,0.37591998488206263,0.3709822229471828,0.44702419882460886
0.138544939321136,0.814963797264682,0.004110996916752315,5.866752712373114e-05,7.595253978963678e-05,0.3587469334396332,0.35464176703215905,0.41955526502841356
0.14975666851475392,0.8133547868061141,0.00328879753340185,7.333440890466393e-05,0.0001367145716213462,0.33798829974940375,0.3332734779598488,0.3950294311404464
0.13823692478284974,0.8004827031375702,0.0034943473792394646,6.80009973479611e-05,9.873830172652783e-05,0.3225136818398306,0.3190878076133323,0.3819489864755915
0.13977699747428082,0.8037007240547062,0.00328879753340185,5.3334115567028306e-05,9.494067473704599e-05,0.31062464617805735,0.2943077750524246,0.3731196861854502
0.13700486662970493,0.7908286403861625,0.0036998972250770826,6.400093868043397e-05,0.000117726436673937,0.29967918487375617,0.28335428256636036,0.35938521900462417
0.11162446867492146,0.821399839098954,0.00328879753340185,7.866782046136677e-05,7.975016677911862e-05,0.28288356286372235,0.2811994969978531,0.3436886854067982
0.1060186040781125,0.8246178600160899,0.003905447070914697,7.866782046136677e-05,0.00012785344197922192,0.2619362143019985,0.25857425049776134,0.327011118317744
0.10644982443171316,0.8262268704746581,0.0036998972250770826,5.866752712373114e-05,0.00015063920391611294,0.2545763352454972,0.24438857965893618,0.3185088295683166
0.10164479763444836,0.8294448913917939,0.0036998972250770826,7.866782046136677e-05,7.975016677911862e-05,0.24872617485035792,0.22876638527187582,0.3142576846281462
0.109221955276289,0.8390989541432018,0.00328879753340185,5.3334115567028306e-05,0.00012785344197922192,0.24193244009774645,0.2219428982946809,0.3093525183029181
0.1330622805396415,0.819790828640386,0.0034943473792394646,6.80009973479611e-05,0.00016456383621087973,0.23570484995961843,0.20452504910309494,0.29954218452154846
0.118400788517218,0.8101367658889783,0.0036998972250770826,7.333440890466393e-05,9.494067473704599e-05,0.2240045291693396,0.20075417485051578,0.28842380627369346
0.11297973264338082,0.8069187449718421,0.003905447070914697,5.3334115567028306e-05,0.00012278993932657946,0.22060766179303387,0.19267372946092226,0.2838456509237226
0.11051561633709114,0.7988736926790024,0.00328879753340185,6.80009973479611e-05,0.00015063920391611294,0.21664465011283834,0.18405458767920185,0.28122956199075155
0.11008439598349043,0.7940466613032985,0.0036998972250770826,5.3334115567028306e-05,0.00019241310080041316,0.21664465011283834,0.18261806413096643,0.2746893396583241
0.10158319472679109,0.7892196299275943,0.004110996916752315,7.866782046136677e-05,0.00013165106896870379,0.20815248151677762,0.18118154058273123,0.2580117725692699
0.09597733012998214,0.7827835880933226,0.00328879753340185,6.400093868043397e-05,0.00012785344197922192,0.20267975086462703,0.16986891733268533,0.25735775005329875
0.09277397893180558,0.7747385358004827,0.0036998972250770826,4.400064534279835e-05,0.00012785344197922192,0.20588790336943835,0.16555934619567075,0.25703073907804164
0.1018912092650773,0.7538213998390989,0.0036998972250770826,7.866782046136677e-05,0.00011266293402129457,0.2045668995795708,0.17597414228960812,0.24950948325438582
0.12049528737756424,0.7489943684633947,0.004110996916752315,6.80009973479611e-05,7.975016677911862e-05,0.20607661824093265,0.17076674448879375,0.23708306110550204
0.13226144274009735,0.7135961383748993,0.00328879753340185,8.266787912889387e-05,8.481366943176109e-05,0.20551047362644953,0.17184413727304743,0.2328319161653316
0.11759995071767385,0.747385358004827,0.0028776978417266175,6.80009973479611e-05,0.00014557570126347047,0.20494432932255963,0.17058717886064861,0.23708306110550204
0.11901681759379043,0.7506033789219629,0.0036998972250770826,3.4667175118568394e-05,0.00013165106896870379,0.1992828834883214,0.16843239378445002,0.23773708305601637
0.10392410521776632,0.7296862429605792,0.0034943473792394646,5.866752712373114e-05,0.00012785344197922192,0.20645404798392147,0.16484108466770747,0.23773708305601637
0.09061787716380212,0.7763475462590504,0.0030832476875642355,5.3334115567028306e-05,0.00015063920391611294,0.20890734100275515,0.1671754353720512,0.22988881625710345
0.14162508470399807,0.747385358004827,0.0034943473792394646,5.866752712373114e-05,7.595253978963678e-05,0.20909605587424945,0.16663673897992443,0.23904512752250184
0.08692170270436769,0.7393403057119871,0.0030832476875642355,4.400064534279835e-05,8.987717208440352e-05,0.21438007165490575,0.18118154058273123,0.2439502944131866
0.06991930019096901,0.7940466613032985,0.00328879753340185,8.266787912889387e-05,0.00014557570126347047,0.21626722036984952,0.18441371893549202,0.2544146501450706
0.05944680588923798,0.81657280772325,0.00328879753340185,0.00014133540625262502,6.202790749487004e-05,0.23287412719779593,0.20272939479087798,0.2727272726758676
0.06536068502433315,0.7988736926790024,0.00328879753340185,6.80009973479611e-05,0.000117726436673937,0.25853934723628597,0.22697073095965886,0.27534336160883854
0.09166512659397527,0.7522123893805309,0.0030832476875642355,3.866723378609553e-05,0.0001557027065687554,0.24948103433633534,0.21637636923757625,0.2652060168522117
0.09375962545432145,0.7731295253419145,0.0034943473792394646,0.00011733505424746228,3.7976269894818385e-05,0.24476316285956895,0.20524331112336686,0.25931981703575546
0.1030616645105649,0.742558326629123,0.0036998972250770826,0.00011733505424746228,7.975016677911862e-05,0.24098886574027473,0.20308852555485962,0.2511445392615852
0.07152097579005731,0.7908286403861625,0.0034943473792394646,3.4667175118568394e-05,0.0001088653070318127,0.2351387053451352,0.20093374047866103,0.24198822743073
0.06425183268650284,0.7956556717618662,0.004110996916752315,2.9333763561865572e-05,0.0002025401061056981,0.2158897906268608,0.16986891733268533,0.22498364936641857
0.06511427339370421,0.7795655671761864,0.0034943473792394646,4.933405689950118e-05,0.00015063920391611294,0.18909228166999764,0.1420362720471619,0.19522563761250933
0.07798928109406764,0.7570394207562346,0.003905447070914697,5.866752712373114e-05,0.00012785344197922192,0.15568975283201741,0.1201292870750334,0.14650098137728895
0.07651081131029383,0.7522123893805309,0.0034943473792394646,9.333470224229955e-05,0.0001088653070318127,0.13266654099444858,0.10307056913973772,0.08829300233595605
0.06831762459188076,0.7200321802091713,0.0034943473792394646,7.866782046136677e-05,0.0001088653070318127,0.12983581823262608,0.08888489830091245,0.034009156694079556
0.07583317932606418,0.7184231697506033,0.0036998972250770826,8.266787912889387e-05,7.088903713699433e-05,0.12945838848963737,0.062129646291951335,0.023544800396738896
0.08230148463007456,0.6991150442477875,0.0036998972250770826,7.333440890466393e-05,8.987717208440352e-05,0.12889224387515413,0.07218531162190717,0.025833878354452722
0.09529969814575248,0.7152051488334673,0.003905447070914697,0.00023467010849492458,0.00014177807427398866,0.13946027543646672,0.07344226954199723,0.037933290093536076
0.09610053594529663,0.7329042638777149,0.0034943473792394646,0.0012586851273818681,0.0011595421074551216,0.1581430458508512,0.09301490380978189,0.045127534376477985
