temp,rain_1h,snow_1h,clouds_all,traffic_volume
0.8146204311152756,0.0,0.0,0.4,0.7672706681766704
0.8348641049671981,0.0,0.0,0.75,0.6216024915062288
0.8389878163074034,0.0,0.0,0.9,0.6571347678369196
0.8492970946579188,0.0,0.0,0.9,0.6937995469988676
0.8682286785379567,0.0,0.0,0.75,0.678510758776897
0.8791002811621373,0.0,0.0,0.01,0.7157417893544734
0.9062792877225867,0.0,0.0,0.01,0.7727916194790487
0.9192127460168695,0.0,0.0,0.01,0.8338052095130238
0.9244611059044043,0.0,0.0,0.2,0.8020951302378256
0.904967197750703,0.0,0.0,0.2,0.657559456398641
0.865042174320525,0.0,0.0,0.2,0.48329558323895816
0.8352389878163073,0.0,0.0,0.01,0.3764156285390714
0.8208059981255857,0.0,0.0,0.01,0.3165345413363534
0.7936269915651364,0.0,0.0,0.01,0.19875424688561724
0.7615745079662606,0.0,0.0,0.01,0.11862967157417895
0.7462043111527645,0.0,0.0,0.01,0.05393544733861835
0.724461105904405,0.0,0.0,0.01,0.027746319365798414
0.6815370196813495,0.0,0.0,0.01,0.02095130237825595
0.6798500468603557,0.0,0.0,0.01,0.034258210645526616
0.6506091846298023,0.0,0.0,0.01,0.09753680634201586
0.6335520149953142,0.0,0.0,0.01,0.3670724801812005
0.6262417994376763,0.0,0.0,0.01,0.7853907134767838
0.6241799437675724,0.0,0.0,0.01,0.9040203850509627
0.7059044048734773,0.0,0.0,0.01,0.7567950169875425
0.8837863167760078,0.0,0.0,0.01,0.7038505096262742
0.9074039362699153,0.0,0.0,0.01,0.6741223103057759
0.9276476101218369,0.0,0.0,0.01,0.7378255945639864
0.9437675726335524,0.0,0.0,0.01,0.7880804077010193
0.9430178069353321,0.0,0.0,0.01,0.8510758776896943
0.9154639175257735,0.0,0.0,0.2,0.6367497168742923
0.8590440487347699,0.0,0.0,0.2,0.49065685164212913
0.8129334582942827,0.0,0.0,0.2,0.39255379388448475
0.7925023430178069,0.0,0.0,0.01,0.35560588901472256
0.7765698219306465,0.0,0.0,0.01,0.23386183465458665
0.7580131208997187,0.0,0.0,0.01,0.12599093997734995
0.7447047797563258,0.0,0.0,0.01,0.06695922989807475
0.724461105904405,0.0,0.0,0.01,0.03454133635334089
0.7188378631677601,0.0,0.0,0.01,0.026472253680634206
0.6976569821930649,0.0,0.0,0.01,0.034258210645526616
0.6910965323336455,0.0,0.0,0.01,0.10050962627406569
0.6841611996251169,0.0,0.0,0.01,0.3682049830124576
0.6732895970009372,0.0,0.0,0.01,0.7876557191392979
0.6701030927835046,0.0,0.0,0.01,0.9718289920724803
0.6942830365510781,0.0,0.0,0.01,0.8295583238958097
0.7527647610121839,0.0,0.0,0.01,0.7338618346545867
0.8314901593252104,0.0,0.0,0.01,0.6339184597961496
0.8759137769447047,0.0,0.0,0.01,0.6736976217440545
0.9400187441424555,0.0,0.0,0.01,0.704841449603624
0.9664479850046854,0.0,0.0,0.01,0.715317100792752
0.9840674789128396,0.0,0.0,0.01,0.7610419026047566
1.0,0.0,0.0,0.01,0.7910532276330692
0.9979381443298969,0.0,0.0,0.2,0.8730181200453002
0.990627928772259,0.0,0.0,0.2,0.8397508493771235
0.9660731021555762,0.0,0.0,0.4,0.6769535673839185
0.9190253045923154,0.0,0.0,0.4,0.4781993204983013
0.8924086223055294,0.0,0.0,0.4,0.4122310305775765
0.88003748828491,0.0,0.0,0.75,0.3817950169875425
0.8723523898781629,0.0,0.0,0.75,0.26429784824462066
0.8678537956888475,0.0,0.0,0.75,0.1473669309173273
0.8586691658856607,0.0,0.0,0.75,0.07106455266138166
0.8554826616682281,0.0,0.0,0.4,0.03723103057757644
0.8329896907216492,0.0,0.0,0.0,0.03439977349943375
0.7195876288659786,0.0,0.0,0.75,0.33465458663646663
0.701405810684161,0.0,0.0,0.9,0.7661381653454135
0.6910965323336455,0.0,0.0,0.9,0.9205832389580975
0.6701030927835046,0.0,0.0,0.9,0.7657134767836921
0.6597938144329891,0.0,0.0,0.75,0.7471687429218573
0.661480787253983,0.0,0.0,0.75,0.657559456398641
0.6594189315838799,0.0,0.0,0.9,0.7208380520951303
0.6693533270852852,0.0,0.0,0.9,0.8132785956964893
0.68622305529522,0.0,0.0,0.75,0.8270101925254814
0.6927835051546385,0.0,0.0,0.9,0.8469705549263874
0.6952202436738526,0.0,0.0,0.9,0.8498018120045301
0.6918462980318649,0.0,0.0,0.9,0.8414496036240091
0.6860356138706658,0.0,0.0,0.9,0.8556058890147226
0.6757263355201495,0.0,0.0,0.9,0.7444790486976218
0.6622305529522015,0.0,0.0,0.9,0.5574745186862967
0.6552952202436728,0.0,0.0,0.9,0.45852208380520953
0.6528584817244605,0.0,0.0,0.75,0.40288788221970556
0.6447985004686041,0.0,0.0,0.4,0.32913363533408835
0.6417994376757266,0.0,0.0,0.4,0.24164779161947908
0.6371134020618552,0.0,0.0,0.9,0.15656851642129108
0.6322399250234305,0.0,0.0,0.9,0.08394677236693093
0.632989690721649,0.0,0.0,0.9,0.05945639864099661
0.6029990627928772,0.0,0.0,0.75,0.040486976217440546
0.5910028116213688,0.0,0.0,0.2,0.07969988674971688
0.5731958762886595,0.0,0.0,0.01,0.17369762174405437
0.5688847235238992,0.0,0.0,0.01,0.2756228765571914
0.5655107778819124,0.0,0.0,0.01,0.4554077010192526
0.5673851921274595,0.0,0.0,0.4,0.585079275198188
0.6009372071227741,0.0,0.0,0.2,0.6704416761041904
0.6226804123711345,0.0,0.0,0.2,0.7171574178935448
0.6421743205248358,0.0,0.0,0.4,0.7848244620611552
0.661668228678538,0.0,0.0,0.75,0.7005945639864101
0.6641049671977504,0.0,0.0,0.75,0.6936579841449604
0.6594189315838799,0.0,0.0,0.75,0.7117780294450736
0.6417994376757266,0.0,0.0,0.9,0.6935164212910533
0.6389878163074041,0.0,0.0,0.9,0.6588335220838053
0.629240862230553,0.0,0.0,0.9,0.5998018120045301
0.6249297094657926,0.0,0.0,0.9,0.5287372593431484
0.6249297094657926,0.0,0.0,0.9,0.4296432616081541
0.6206185567010305,0.0,0.0,0.9,0.4058607021517554
0.6013120899718833,0.0,0.0,0.9,0.4355889014722537
0.5908153701968129,0.0,0.0,0.75,0.2570781426953568
0.5865042174320525,0.0,0.0,0.75,0.15685164212910535
0.5793814432989697,0.0,0.0,0.9,0.02802944507361269
0.57788191190253,0.0,0.0,0.9,0.026472253680634206
0.5752577319587626,0.0,0.0,0.75,0.07106455266138166
0.566635426429241,0.0,0.0,0.9,0.1957814269535674
0.5613870665417053,0.0,0.0,0.9,0.2001698754246886
0.5613870665417053,0.0,0.0,0.75,0.298272933182333
