temp,rain_1h,snow_1h,clouds_all,weather_main,Date,traffic_volume
289.46,0.0,0.0,20.0,Clouds,2012-10-02 19:00,3513.0
284.72,0.0,0.0,1.0,Clear,2012-10-02 20:00,3202.0
284.81,0.0,0.0,1.0,Clear,2012-10-02 21:00,2649.0
284.4,0.0,0.0,1.0,Clear,2012-10-02 22:00,2093.0
284.4,0.0,0.0,1.0,Clear,2012-10-02 23:00,1186.0
287.19,0.0,0.0,1.0,Haze,2012-10-03 00:00,658.7
287.19,0.0,0.0,1.0,Mist,2012-10-03 00:00,658.7
287.19,0.0,0.0,1.0,Clear,2012-10-03 00:00,658.7
287.06,0.0,0.0,1.0,Clear,2012-10-03 01:00,378.2
286.23,0.0,0.0,1.0,Clear,2012-10-03 01:00,378.2
285.02,0.0,0.0,1.0,Clear,2012-10-03 02:00,280.0
282.33,0.0,0.0,1.0,Clear,2012-10-03 03:00,343.0
282.33,0.0,0.0,1.0,Clear,2012-10-03 04:00,765.6
282.33,0.0,0.0,1.0,Clear,2012-10-03 05:00,2470.6
282.33,0.0,0.0,1.0,Clear,2012-10-03 06:00,5513.4
282.33,0.0,0.0,1.0,Clear,2012-10-03 07:00,6804.7
282.33,0.0,0.0,1.0,Clear,2012-10-03 08:00,5919.1
282.33,0.0,0.0,1.0,Clear,2012-10-03 09:00,5418.3
282.33,0.0,0.0,1.0,Clear,2012-10-03 10:00,4803.5
282.33,0.0,0.0,1.0,Clear,2012-10-03 11:00,5281.9
282.33,0.0,0.0,1.0,Clear,2012-10-03 12:00,5798.9
282.33,0.0,0.0,1.0,Clear,2012-10-03 13:00,5888.9
282.33,0.0,0.0,1.0,Clear,2012-10-03 14:00,6088.1
282.33,0.0,0.0,1.0,Clear,2012-10-03 15:00,6222.6
282.62,0.0,0.0,1.0,Clear,2012-10-03 16:00,6183.0
282.12,0.0,0.0,1.0,Clear,2012-10-03 17:00,5845.8
281.0,0.0,0.0,20.0,Clouds,2012-10-03 18:00,4528.1
281.0,0.0,0.0,20.0,Clouds,2012-10-03 19:00,3507.0
281.0,0.0,0.0,20.0,Clouds,2012-10-03 20:00,3034.2
281.0,0.0,0.0,20.0,Clouds,2012-10-03 21:00,2830.8
281.0,0.0,0.0,20.0,Clouds,2012-10-03 22:00,2621.5
281.0,0.0,0.0,20.0,Clouds,2012-10-03 23:00,1831.5
273.9,0.0,0.0,20.0,Clouds,2012-10-04 00:00,1224.3
281.3,0.0,0.0,1.0,Clear,2012-10-04 01:00,775.5
281.3,0.0,0.0,1.0,Clear,2012-10-04 02:00,591.4
