Open,High,Low,Close,Adj Close,Volume
604.71,591.13,593.24,585.52,595.58,5544388.38
600.92,594.73,592.53,582.47,603.15,5548404.6
602.92,589.41,579.11,555.67,577.97,5725135.46
603.44,575.87,582.46,572.63,581.86,6818425.18
585.63,589.21,570.23,544.01,595.43,7147905.15
586.52,572.02,550.86,566.94,579.87,6412593.6
565.35,561.22,546.84,546.35,557.29,5574823.38
576.2,557.09,543.04,544.64,542.85,5814189.82
559.72,548.78,535.45,537.32,531.95,6095435.66
566.28,541.61,542.87,547.49,537.87,5901844.72
557.16,546.44,544.79,554.38,546.34,5518450.69
561.42,545.81,540.88,544.08,546.7,5374287.16
568.16,544.62,529.87,532.06,530.26,5407760.09
563.9,543.41,542.86,543.77,530.38,6110119.32
562.74,556.57,552.53,536.07,553.06,5868116.66
575.59,551.81,557.38,556.5,547.72,6261994.15
553.47,552.0,542.85,548.94,550.17,5884894.93
587.39,562.24,545.82,554.48,553.66,5748358.78
576.78,555.78,556.86,553.86,540.25,6144626.48
589.76,560.14,554.66,562.16,561.95,5265838.67
552.76,540.71,531.19,542.62,535.48,5707620.05
549.59,536.56,530.75,537.29,533.13,5639463.27
554.77,537.46,527.16,531.5,521.95,5895059.09
555.43,535.79,528.77,537.52,522.73,6191969.61
552.34,547.39,531.98,535.07,538.15,5613838.18
557.59,542.23,539.21,545.33,535.83,6076276.91
552.63,548.57,530.39,545.28,533.6,5785922.13
575.68,552.97,536.1,556.7,540.31,5985816.4
571.6,553.2,550.41,551.2,533.64,6762040.02
579.23,560.42,552.55,554.21,562.65,5959932.83
982.31,973.16,948.87,934.92,945.3,2040162.12
981.13,977.91,948.44,945.34,948.02,2022118.34
1001.18,978.39,967.14,946.85,954.71,2025149.59
980.92,982.53,959.17,962.51,952.67,2037790.16
1006.73,983.97,972.96,954.67,951.38,2061748.49
1010.53,984.2,967.45,959.51,961.42,2045982.7
1004.88,983.47,969.27,957.3,961.64,2035676.38
1004.39,985.41,969.14,963.36,965.58,2072916.93
996.31,982.02,974.44,960.92,959.95,2042068.82
1009.72,983.67,970.46,956.02,965.34,2046373.62
1004.15,983.9,968.66,959.39,961.92,2037121.45
1002.57,982.33,961.81,950.28,957.91,2021035.3
999.07,973.46,957.02,925.65,944.38,2034585.13
973.51,969.73,939.91,944.58,932.36,2050650.6
976.14,969.52,924.48,904.86,910.37,2053115.62
963.68,961.52,912.46,902.83,911.75,2034884.97
936.46,952.16,901.9,895.09,880.69,2027234.94
912.98,948.0,895.77,888.9,879.24,2043260.73
