Open,High,Low,Close,Adj Close,Volume
1189.059,1187.9614,1177.5151,1177.8336,1177.8336,1286932.8
1189.059,1187.9614,1177.5151,1169.2251,1177.8336,1333377.1
1197.6903,1187.9614,1168.9578,1169.2251,1177.8336,1348858.6
1189.059,1196.6416,1168.9578,1160.6156,1169.2251,1286932.8
1180.4265,1196.6416,1177.5151,1169.2251,1169.2251,1263711.1
1171.7952,1205.3208,1168.9578,1169.2251,1169.2251,1279192.6
1171.7952,1196.6416,1160.4016,1169.2251,1160.6156,1294674.1
1171.7952,1187.9614,1151.8444,1169.2251,1152.0071,1263711.1
1171.7952,1196.6416,1143.2882,1169.2251,1160.6156,1302414.2
1180.4265,1196.6416,1151.8444,1177.8336,1160.6156,1302414.2
1189.059,1196.6416,1160.4016,1169.2251,1152.0071,1333377.1
1180.4265,1196.6416,1160.4016,1177.8336,1152.0071,1302414.2
1189.059,1196.6416,1151.8444,1169.2251,1152.0071,1317895.8
1189.059,1196.6416,1160.4016,1169.2251,1152.0071,1317895.8
1180.4265,1205.3208,1160.4016,1177.8336,1152.0071,1441747.5
1189.059,1196.6416,1160.4016,1169.2251,1152.0071,1348858.6
1180.4265,1205.3208,1151.8444,1169.2251,1126.1796,1348858.6
1180.4265,1205.3208,1143.2882,1160.6156,1117.5713,1356599.9
1180.4265,1205.3208,1151.8444,1160.6156,1126.1796,1426266.0
1189.059,1187.9614,1151.8444,1160.6156,1126.1796,1325637.0
1189.059,1205.3208,1151.8444,1169.2251,1143.3976,1395303.1
1189.059,1205.3208,1151.8444,1160.6156,1126.1796,1302414.2
1189.059,1196.6416,1143.2882,1177.8336,1126.1796,1310155.5
1197.6903,1196.6416,1151.8444,1177.8336,1143.3976,1294674.1
1214.9552,1196.6416,1151.8444,1177.8336,1143.3976,1263711.1
1223.5865,1196.6416,1151.8444,1177.8336,1143.3976,1263711.1
1197.6903,1205.3208,1168.9578,1169.2251,1152.0071,1302414.2
1206.3228,1205.3208,1168.9578,1177.8336,1143.3976,1255969.9
1197.6903,1214.0011,1160.4016,1169.2251,1134.7892,1209525.5
1197.6903,1214.0011,1160.4016,1177.8336,1143.3976,1317895.8
1180.4265,1214.0011,1151.8444,1186.4431,1143.3976,1248229.6
1180.4265,1214.0011,1160.4016,1186.4431,1134.7892,1255969.9
1171.7952,1214.0011,1168.9578,1186.4431,1134.7892,1294674.1
1180.4265,1222.6813,1168.9578,1195.0515,1134.7892,1317895.8
1197.6903,1222.6813,1177.5151,1195.0515,1126.1796,1310155.5
1197.6903,1205.3208,1186.0713,1203.6611,1117.5713,1325637.0
1197.6903,1187.9614,1186.0713,1195.0515,1134.7892,1333377.1
1206.3228,1196.6416,1186.0713,1195.0515,1134.7892,1341118.4
1206.3228,1205.3208,1177.5151,1195.0515,1108.9617,1356599.9
1197.6903,1196.6416,1177.5151,1195.0515,1126.1796,1372081.4
1197.6903,1196.6416,1160.4016,1195.0515,1126.1796,1379821.8
1189.059,1196.6416,1151.8444,1195.0515,1108.9617,1418525.8
1189.059,1205.3208,1151.8444,1195.0515,1108.9617,1426266.0
1180.4265,1205.3208,1143.2882,1186.4431,1091.7437,1364340.2
1189.059,1205.3208,1143.2882,1203.6611,1091.7437,1387562.8
1197.6903,1196.6416,1143.2882,1177.8336,1091.7437,1395303.1
1206.3228,1205.3208,1151.8444,1177.8336,1100.3531,1379821.8
1223.5865,1214.0011,1151.8444,1186.4431,1100.3531,1325637.0
1223.5865,1240.0406,1160.4016,1186.4431,1083.1353,1255969.9
1214.9552,1222.6813,1168.9578,1186.4431,1083.1353,1248229.6
1223.5865,1222.6813,1168.9578,1169.2251,1091.7437,1325637.0
1206.3228,1231.3605,1168.9578,1177.8336,1074.5256,1341118.4
1214.9552,1231.3605,1177.5151,1160.6156,1083.1353,1255969.9
1223.5865,1231.3605,1168.9578,1143.3976,1074.5256,1356599.9
1214.9552,1222.6813,1177.5151,1143.3976,1091.7437,1286932.8
1214.9552,1214.0011,1186.0713,1152.0071,1091.7437,1232748.1
1223.5865,1231.3605,1186.0713,1169.2251,1108.9617,1255969.9
1232.2191,1231.3605,1194.6284,1169.2251,1108.9617,1232748.1
1240.8505,1231.3605,1194.6284,1169.2251,1108.9617,1294674.1
1223.5865,1231.3605,1194.6284,1152.0071,1117.5713,1279192.6
1232.2191,1240.0406,1186.0713,1152.0071,1108.9617,1279192.6
1232.2191,1222.6813,1194.6284,1152.0071,1117.5713,1356599.9
1223.5865,1222.6813,1186.0713,1160.6156,1108.9617,1325637.0
1206.3228,1240.0406,1168.9578,1143.3976,1108.9617,1255969.9
1207.521,1230.5715,1160.8412,1148.0428,1109.0085,1285650.6
1216.0354,1230.5715,1152.5975,1148.0428,1101.2784,1320960.6
1207.521,1230.5715,1152.5975,1148.0428,1101.2784,1326845.9
1207.521,1230.5715,1152.5975,1148.0428,1101.2784,1315076.0
1207.521,1230.5715,1144.354,1148.0428,1093.5494,1320960.6
1216.0354,1230.5715,1144.354,1156.2988,1101.2784,1326845.9
1207.521,1230.5715,1152.5975,1148.0428,1093.5494,1291535.1
1207.521,1230.5715,1152.5975,1139.7878,1093.5494,1326845.9
1207.521,1230.5715,1160.8412,1139.7878,1093.5494,1315076.0
1207.521,1230.5715,1160.8412,1148.0428,1093.5494,1297420.5
1207.521,1239.1202,1169.0836,1148.0428,1085.8193,1291535.1
1207.521,1239.1202,1160.8412,1148.0428,1085.8193,1291535.1
1207.521,1239.1202,1169.0836,1139.7878,1085.8193,1285650.6
1199.0078,1230.5715,1177.3273,1148.0428,1093.5494,1285650.6
1216.0354,1239.1202,1177.3273,1156.2988,1085.8193,1262110.5
1207.521,1239.1202,1177.3273,1148.0428,1093.5494,1256225.1
1216.0354,1239.1202,1185.5698,1156.2988,1101.2784,1256225.1
1216.0354,1239.1202,1185.5698,1164.5549,1101.2784,1256225.1
1216.0354,1230.5715,1185.5698,1172.8099,1109.0085,1262110.5
1216.0354,1230.5715,1185.5698,1172.8099,1109.0085,1262110.5
1216.0354,1230.5715,1185.5698,1181.066,1116.7377,1262110.5
1224.5486,1222.0238,1185.5698,1181.066,1116.7377,1279765.2
1224.5486,1230.5715,1185.5698,1189.321,1109.0085,1267995.1
1224.5486,1230.5715,1177.3273,1189.321,1116.7377,1279765.2
1224.5486,1222.0238,1160.8412,1181.066,1109.0085,1279765.2
1216.0354,1213.4751,1160.8412,1189.321,1109.0085,1291535.1
1224.5486,1222.0238,1152.5975,1181.066,1109.0085,1297420.5
1224.5486,1230.5715,1152.5975,1189.321,1109.0085,1309190.6
1224.5486,1222.0238,1152.5975,1172.8099,1101.2784,1291535.1
1224.5486,1222.0238,1152.5975,1189.321,1101.2784,1320960.6
1216.0354,1213.4751,1152.5975,1189.321,1101.2784,1320960.6
1224.5486,1222.0238,1160.8412,1189.321,1101.2784,1285650.6
1224.5486,1222.0238,1169.0836,1189.321,1101.2784,1309190.6
1233.063,1222.0238,1169.0836,1189.321,1101.2784,1273880.5
1224.5486,1222.0238,1177.3273,1181.066,1093.5494,1262110.5
1233.063,1222.0238,1177.3273,1172.8099,1085.8193,1291535.1
1224.5486,1230.5715,1177.3273,1172.8099,1085.8193,1297420.5
1224.5486,1222.0238,1185.5698,1164.5549,1085.8193,1273880.5
1224.5486,1222.0238,1177.3273,1164.5549,1093.5494,1309190.6
1233.063,1230.5715,1185.5698,1156.2988,1093.5494,1279765.2
1233.063,1230.5715,1177.3273,1156.2988,1109.0085,1279765.2
1233.063,1230.5715,1185.5698,1164.5549,1109.0085,1303305.1
1233.063,1239.1202,1185.5698,1164.5549,1109.0085,1262110.5
1241.5763,1230.5715,1185.5698,1156.2988,1109.0085,1297420.5
1241.5763,1230.5715,1185.5698,1148.0428,1101.2784,1273880.5
1250.0905,1239.1202,1185.5698,1148.0428,1109.0085,1267995.1
1241.5763,1239.1202,1185.5698,1148.0428,1109.0085,1273880.5
1233.063,1239.1202,1177.3273,1156.2988,1109.0085,1256225.1
1233.063,1239.1202,1177.3273,1148.0428,1101.2784,1256225.1
1233.063,1239.1202,1160.8412,1139.7878,1101.2784,1291535.1
1224.5486,1239.1202,1160.8412,1139.7878,1109.0085,1315076.0
1216.0354,1239.1202,1160.8412,1139.7878,1101.2784,1320960.6
1216.0354,1247.6678,1152.5975,1131.5317,1101.2784,1273880.5
1216.0354,1239.1202,1152.5975,1148.0428,1093.5494,1303305.1
1216.0354,1247.6678,1160.8412,1139.7878,1093.5494,1315076.0
1216.0354,1247.6678,1160.8412,1123.2767,1085.8193,1320960.6
1233.063,1247.6678,1160.8412,1131.5317,1085.8193,1291535.1
1241.5763,1247.6678,1169.0836,1139.7878,1093.5494,1291535.1
1241.5763,1247.6678,1177.3273,1139.7878,1093.5494,1267995.1
1241.5763,1239.1202,1177.3273,1131.5317,1085.8193,1285650.6
1233.063,1239.1202,1177.3273,1139.7878,1093.5494,1297420.5
1250.0905,1247.6678,1177.3273,1139.7878,1093.5494,1297420.5
1258.6038,1256.2167,1177.3273,1156.2988,1093.5494,1297420.5
1250.0905,1247.6678,1185.5698,1156.2988,1109.0085,1303305.1
1246.9445,1251.9047,1187.7941,1154.8083,1110.2212,1303232.5
1246.9445,1251.9047,1187.7941,1154.8083,1110.2212,1297601.8
1246.9445,1251.9047,1187.7941,1154.8083,1110.2212,1297601.8
1246.9445,1251.9047,1187.7941,1162.8717,1110.2212,1286340.9
1255.6211,1251.9047,1187.7941,1162.8717,1110.2212,1275079.9
1246.9445,1251.9047,1187.7941,1162.8717,1102.5393,1269449.1
1246.9445,1251.9047,1179.5355,1162.8717,1110.2212,1269449.1
1246.9445,1251.9047,1179.5355,1162.8717,1110.2212,1263819.0
1246.9445,1251.9047,1171.2758,1162.8717,1110.2212,1275079.9
1246.9445,1251.9047,1171.2758,1162.8717,1102.5393,1286340.9
1246.9445,1251.9047,1163.0171,1170.936,1102.5393,1297601.8
1238.2689,1251.9047,1163.0171,1162.8717,1102.5393,1303232.5
1238.2689,1251.9047,1163.0171,1162.8717,1102.5393,1303232.5
1246.9445,1251.9047,1163.0171,1162.8717,1102.5393,1297601.8
1238.2689,1251.9047,1163.0171,1170.936,1102.5393,1291971.5
1238.2689,1251.9047,1163.0171,1170.936,1102.5393,1291971.5
1238.2689,1251.9047,1171.2758,1170.936,1094.8564,1280710.6
1238.2689,1251.9047,1171.2758,1170.936,1094.8564,1275079.9
1238.2689,1251.9047,1179.5355,1170.936,1094.8564,1269449.1
1238.2689,1251.9047,1179.5355,1170.936,1102.5393,1269449.1
1238.2689,1251.9047,1179.5355,1170.936,1102.5393,1280710.6
1238.2689,1251.9047,1179.5355,1170.936,1094.8564,1286340.9
1238.2689,1251.9047,1179.5355,1178.9995,1102.5393,1291971.5
1238.2689,1251.9047,1179.5355,1170.936,1110.2212,1291971.5
1238.2689,1251.9047,1187.7941,1170.936,1110.2212,1291971.5
1229.5923,1251.9047,1187.7941,1170.936,1110.2212,1297601.8
1238.2689,1251.9047,1187.7941,1178.9995,1110.2212,1297601.8
1229.5923,1251.9047,1187.7941,1178.9995,1110.2212,1291971.5
1238.2689,1251.9047,1187.7941,1178.9995,1110.2212,1280710.6
1238.2689,1251.9047,1187.7941,1178.9995,1110.2212,1275079.9
1229.5923,1251.9047,1187.7941,1178.9995,1110.2212,1269449.1
1238.2689,1251.9047,1179.5355,1187.0638,1110.2212,1269449.1
1238.2689,1251.9047,1171.2758,1178.9995,1110.2212,1280710.6
1238.2689,1243.2025,1171.2758,1178.9995,1102.5393,1286340.9
1229.5923,1251.9047,1163.0171,1162.8717,1102.5393,1297601.8
1229.5923,1243.2025,1163.0171,1170.936,1102.5393,1303232.5
1229.5923,1251.9047,1163.0171,1162.8717,1102.5393,1297601.8
1238.2689,1243.2025,1163.0171,1162.8717,1102.5393,1297601.8
1229.5923,1243.2025,1163.0171,1162.8717,1102.5393,1297601.8
1229.5923,1243.2025,1171.2758,1170.936,1102.5393,1297601.8
1229.5923,1243.2025,1171.2758,1170.936,1094.8564,1286340.9
1229.5923,1243.2025,1171.2758,1170.936,1094.8564,1275079.9
1238.2689,1243.2025,1179.5355,1170.936,1094.8564,1275079.9
1238.2689,1251.9047,1179.5355,1162.8717,1094.8564,1269449.1
1238.2689,1243.2025,1179.5355,1162.8717,1094.8564,1291971.5
1238.2689,1243.2025,1187.7941,1162.8717,1094.8564,1297601.8
1238.2689,1243.2025,1179.5355,1170.936,1094.8564,1297601.8
1229.5923,1243.2025,1179.5355,1170.936,1110.2212,1297601.8
1229.5923,1243.2025,1179.5355,1170.936,1110.2212,1297601.8
1229.5923,1243.2025,1187.7941,1170.936,1110.2212,1297601.8
1229.5923,1251.9047,1187.7941,1170.936,1110.2212,1297601.8
1238.2689,1251.9047,1187.7941,1170.936,1110.2212,1303232.5
1238.2689,1251.9047,1187.7941,1162.8717,1102.5393,1297601.8
1238.2689,1243.2025,1187.7941,1162.8717,1102.5393,1280710.6
1238.2689,1243.2025,1187.7941,1154.8083,1102.5393,1269449.1
1238.2689,1251.9047,1179.5355,1162.8717,1110.2212,1275079.9
1229.5923,1251.9047,1179.5355,1162.8717,1102.5393,1286340.9
1238.2689,1243.2025,1171.2758,1162.8717,1102.5393,1297601.8
1238.2689,1251.9047,1163.0171,1162.8717,1102.5393,1297601.8
1238.2689,1243.2025,1163.0171,1170.936,1102.5393,1291971.5
1238.2689,1243.2025,1163.0171,1162.8717,1102.5393,1297601.8
1238.2689,1243.2025,1163.0171,1170.936,1102.5393,1297601.8
1238.2689,1251.9047,1163.0171,1170.936,1102.5393,1303232.5
1238.2689,1251.9047,1171.2758,1170.936,1094.8564,1297601.8
1240.0122,1251.6525,1171.276,1171.5471,1091.2301,1290083.4
1240.0122,1251.6525,1179.5358,1171.5471,1091.2301,1278767.5
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1273109.1
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1278767.5
1240.0122,1242.8875,1187.7944,1163.3605,1091.2301,1284425.9
1240.0122,1251.6525,1187.7944,1171.5471,1091.2301,1295741.8
1240.0122,1242.8875,1187.7944,1171.5471,1091.2301,1295741.8
1240.0122,1251.6525,1187.7944,1171.5471,1098.942,1295741.8
1240.0122,1242.8875,1187.7944,1171.5471,1098.942,1295741.8
1240.0122,1242.8875,1187.7944,1171.5471,1098.942,1295741.8
1240.0122,1242.8875,1187.7944,1171.5471,1098.942,1295741.8
1240.0122,1251.6525,1187.7944,1171.5471,1098.942,1295741.8
1240.0122,1242.8875,1187.7944,1163.3605,1098.942,1295741.8
1240.0122,1242.8875,1187.7944,1163.3605,1098.942,1278767.5
1240.0122,1242.8875,1179.5358,1163.3605,1098.942,1273109.1
1240.0122,1242.8875,1179.5358,1163.3605,1098.942,1273109.1
1240.0122,1242.8875,1179.5358,1163.3605,1098.942,1290083.4
1240.0122,1242.8875,1171.276,1163.3605,1098.942,1295741.8
1240.0122,1242.8875,1171.276,1163.3605,1098.942,1295741.8
1240.0122,1242.8875,1163.0173,1163.3605,1098.942,1290083.4
1240.0122,1242.8875,1163.0173,1163.3605,1098.942,1290083.4
1240.0122,1242.8875,1163.0173,1163.3605,1098.942,1295741.8
1240.0122,1242.8875,1163.0173,1163.3605,1098.942,1295741.8
1240.0122,1242.8875,1171.276,1163.3605,1091.2301,1295741.8
1240.0122,1242.8875,1171.276,1163.3605,1091.2301,1290083.4
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1278767.5
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1273109.1
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1273109.1
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1284425.9
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1295741.8
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1295741.8
1240.0122,1242.8875,1187.7944,1171.5471,1098.942,1290083.4
1240.0122,1242.8875,1187.7944,1163.3605,1098.942,1290083.4
1240.0122,1242.8875,1187.7944,1163.3605,1098.942,1290083.4
1231.3228,1251.6525,1187.7944,1163.3605,1106.6549,1295741.8
1240.0122,1242.8875,1179.5358,1163.3605,1106.6549,1295741.8
1240.0122,1242.8875,1179.5358,1163.3605,1098.942,1290083.4
1240.0122,1251.6525,1179.5358,1163.3605,1098.942,1278767.5
1240.0122,1251.6525,1179.5358,1163.3605,1098.942,1273109.1
1240.0122,1251.6525,1179.5358,1163.3605,1098.942,1273109.1
1240.0122,1242.8875,1171.276,1163.3605,1098.942,1284425.9
1240.0122,1251.6525,1171.276,1163.3605,1098.942,1295741.8
1240.0122,1251.6525,1163.0173,1163.3605,1098.942,1295741.8
1240.0122,1251.6525,1163.0173,1163.3605,1098.942,1295741.8
1240.0122,1242.8875,1163.0173,1171.5471,1098.942,1290083.4
1240.0122,1251.6525,1163.0173,1171.5471,1098.942,1295741.8
1240.0122,1251.6525,1163.0173,1171.5471,1098.942,1295741.8
1240.0122,1242.8875,1171.276,1163.3605,1098.942,1295741.8
1240.0122,1242.8875,1171.276,1171.5471,1091.2301,1290083.4
1240.0122,1242.8875,1179.5358,1171.5471,1091.2301,1278767.5
1240.0122,1242.8875,1179.5358,1163.3605,1091.2301,1273109.1
1240.0122,1242.8875,1187.7944,1171.5471,1091.2301,1278767.5
1240.0122,1242.8875,1187.7944,1163.3605,1091.2301,1284425.9
1240.0122,1242.8875,1187.7944,1163.3605,1091.2301,1295741.8
1240.0122,1242.8875,1187.7944,1171.5471,1091.2301,1295741.8
1240.0122,1242.8875,1187.7944,1163.3605,1098.942,1290083.4
1231.3228,1251.6525,1187.7944,1171.5471,1098.942,1290083.4
1240.0122,1242.8875,1187.7944,1163.3605,1098.942,1290083.4
1240.0122,1251.6525,1179.5358,1163.3605,1098.942,1290083.4
1240.0122,1242.8875,1187.7944,1163.3605,1098.942,1295741.8
1240.0122,1251.6525,1187.7944,1163.3605,1098.942,1290083.4
1240.0122,1251.6525,1179.5358,1163.3605,1098.942,1284425.9
1240.0122,1242.8875,1179.5358,1163.3605,1098.942,1273109.1
1240.0122,1242.8875,1179.5358,1171.5471,1098.942,1278767.5
1235.9436,1243.179,1183.4073,1162.5444,1102.2654,1285570.5
1235.9436,1243.179,1175.1193,1162.5444,1102.2654,1291195.6
1235.9436,1243.179,1175.1193,1170.725,1102.2654,1296819.9
1235.9436,1243.179,1175.1193,1170.725,1102.2654,1296819.9
1235.9436,1243.179,1166.8324,1162.5444,1102.2654,1291195.6
1235.9436,1243.179,1166.8324,1170.725,1102.2654,1291195.6
1235.9436,1243.179,1166.8324,1162.5444,1102.2654,1296819.9
1235.9436,1243.179,1175.1193,1170.725,1102.2654,1296819.9
1235.9436,1243.179,1175.1193,1170.725,1102.2654,1291195.6
1235.9436,1243.179,1183.4073,1170.725,1094.5845,1285570.5
1235.9436,1243.179,1183.4073,1162.5444,1094.5845,1274320.9
1235.9436,1243.179,1191.6942,1170.725,1094.5845,1279946.0
1235.9436,1243.179,1191.6942,1162.5444,1094.5845,1285570.5
1235.9436,1243.179,1191.6942,1162.5444,1094.5845,1291195.6
1235.9436,1243.179,1191.6942,1162.5444,1102.2654,1296819.9
1235.9436,1243.179,1183.4073,1162.5444,1102.2654,1296819.9
1235.9436,1243.179,1191.6942,1170.725,1102.2654,1291195.6
1235.9436,1243.179,1191.6942,1162.5444,1102.2654,1296819.9
1235.9436,1243.179,1183.4073,1162.5444,1102.2654,1296819.9
1235.9436,1243.179,1183.4073,1162.5444,1102.2654,1296819.9
1235.9436,1243.179,1183.4073,1162.5444,1102.2654,1291195.6
1235.9436,1243.179,1183.4073,1162.5444,1102.2654,1285570.5
1235.9436,1243.179,1183.4073,1162.5444,1102.2654,1274320.9
